"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2024 JO)","2024-May-17 07:40 ±    00:04","0.07055","0.06961","7.02","7.01","25.5","21 m -   48 m","0"
"(2022 WN2)","2024-May-17 08:36 ±    00:16","0.03507","0.03465","5.47","5.46","28.9","4.3 m -  9.6 m","0"
"(2024 JQ17)","2024-May-17 10:09 ± < 00:01","0.02610","0.02597","9.28","9.26","25.6","20 m -   46 m","0"
"(2024 NK1)","2024-May-17 15:02 ±    04:07","0.14157","0.13840","10.52","10.52","23.4","56 m -  120 m","0"
"381677 (2009 BJ81)","2024-May-17 20:43 ± < 00:01","0.12117","0.12117","9.22","9.21","18.4","0.472±0.014 km","1"
"(2024 JK)","2024-May-17 21:57 ±    00:01","0.11651","0.11598","12.83","12.82","23.3","59 m -  130 m","0"
"(2024 JG8)","2024-May-17 22:18 ± < 00:01","0.01591","0.01587","6.07","6.04","27.3","9.2 m -   21 m","0"
"(2024 GE6)","2024-May-18 00:42 ± < 00:01","0.06642","0.06637","3.35","3.34","24.6","31 m -   70 m","0"
"(2024 JH17)","2024-May-18 06:27 ± < 00:01","0.05764","0.05717","14.80","14.79","24.9","28 m -   64 m","0"
"(2024 JJ2)","2024-May-18 07:11 ± < 00:01","0.11307","0.11292","10.80","10.79","23.7","49 m -  110 m","0"
"(2004 VZ)","2024-May-18 08:03 ± 7_22:28","0.19034","0.18480","10.89","10.89","24.6","32 m -   71 m","0"
"(2023 HU5)","2024-May-18 10:12 ±    22:30","0.17060","0.16986","5.07","5.07","27.6","8.1 m -   18 m","0"
"(2024 JQ1)","2024-May-18 20:50 ± < 00:01","0.01453","0.01450","2.99","2.93","27.1","10 m -   23 m","0"
"(2024 GQ7)","2024-May-19 06:56 ± < 00:01","0.05726","0.05724","11.36","11.36","23.1","63 m -  140 m","0"
"(2024 JK8)","2024-May-19 16:58 ± < 00:01","0.01529","0.01524","9.82","9.80","26.8","12 m -   26 m","0"
"(2015 BF511)","2024-May-19 17:47 ±    04:23","0.11656","0.11618","7.30","7.30","24.8","29 m -   65 m","0"
"(2024 JD1)","2024-May-20 11:54 ± < 00:01","0.04871","0.04847","5.50","5.49","25.6","20 m -   45 m","0"
"(2014 PJ51)","2024-May-20 13:59 ± 8_03:31","0.15544","0.10258","10.19","10.19","24.0","42 m -   93 m","0"
"(2014 MF18)","2024-May-20 14:37 ± < 00:01","0.11286","0.11285","6.17","6.16","26.1","0.069±0.020 km","0"
"(2015 WO1)","2024-May-20 22:09 ± < 00:01","0.01906","0.01906","15.62","15.61","22.7","77 m -  170 m","1"
"(2023 KJ2)","2024-May-21 00:25 ±    05:48","0.10979","0.10373","14.82","14.82","25.7","20 m -   44 m","0"
"(2024 JP12)","2024-May-21 04:28 ± < 00:01","0.02808","0.02770","6.26","6.24","26.4","14 m -   32 m","0"
"(2018 JT2)","2024-May-21 10:06 ±    00:02","0.19550","0.19549","19.73","19.73","24.4","35 m -   78 m","0"
"(2024 GT9)","2024-May-21 12:05 ± < 00:01","0.10445","0.10444","7.46","7.45","23.5","53 m -  120 m","0"
"21374 (1997 WS22)","2024-May-21 12:50 ± < 00:01","0.11048","0.11048","12.31","12.31","17.4","860 m -  1.9 km","1"
"(2018 TR3)","2024-May-21 13:13 ± 4_16:26","0.17435","0.16867","3.36","3.36","27.8","7.3 m -   16 m","0"
"(2024 GQ6)","2024-May-21 15:21 ± < 00:01","0.19133","0.19131","16.91","16.91","20.3","230 m -  520 m","0"
"(2024 JZ17)","2024-May-21 18:29 ± < 00:01","0.01689","0.01679","10.28","10.26","25.9","17 m -   38 m","0"
"(2024 JB15)","2024-May-21 18:54 ± < 00:01","0.16973","0.16966","8.10","8.09","22.5","83 m -  190 m","0"
"(2024 KC)","2024-May-21 21:50 ±    00:02","0.01089","0.01084","4.59","4.53","28.5","5.3 m -   12 m","0"
"(2005 TC51)","2024-May-21 22:24 ± 5_17:01","0.18908","0.08617","14.37","14.37","27.3","9.2 m -   21 m","0"
"(2019 VB5)","2024-May-21 23:11 ±    04:18","0.01995","0.01494","6.34","6.32","31.7","1.2 m -  2.7 m","0"
"(2017 TN6)","2024-May-22 04:04 ± < 00:01","0.06611","0.06611","15.99","15.99","21.2","160 m -  350 m","1"
"(2001 JW1)","2024-May-22 06:53 ± < 00:01","0.19613","0.19613","18.09","18.09","20.3","230 m -  520 m","0"
"(2024 JG15)","2024-May-22 18:31 ± < 00:01","0.01702","0.01694","10.81","10.79","23.8","47 m -  100 m","1"
"(2024 JZ6)","2024-May-23 14:09 ± < 00:01","0.03739","0.03739","13.84","13.84","20.7","190 m -  430 m","1"
"(2024 HP)","2024-May-23 17:02 ± < 00:01","0.03958","0.03958","7.67","7.66","21.5","130 m -  290 m","1"
"(2020 KO2)","2024-May-23 21:22 ± 4_06:32","0.06737","0.05964","15.14","15.13","24.4","35 m -   78 m","0"
"(2024 JX14)","2024-May-23 23:22 ±    00:03","0.04207","0.04177","6.17","6.16","25.6","20 m -   44 m","0"
"(2017 CH1)","2024-May-24 00:46 ± < 00:01","0.14928","0.14928","17.45","17.45","18.0","660 m -  1.5 km","1"
"(2017 FU90)","2024-May-24 02:51 ±    04:27","0.11885","0.11064","21.45","21.45","25.3","23 m -   52 m","0"
"(2024 JA9)","2024-May-24 09:01 ± < 00:01","0.16527","0.16488","25.03","25.03","22.7","76 m -  170 m","0"
"(2015 YE2)","2024-May-24 12:08 ±    19:03","0.19767","0.19737","8.63","8.63","25.2","24 m -   54 m","0"
"(2017 BH30)","2024-May-24 13:33 ± 4_20:11","0.06317","0.03447","13.86","13.86","28.8","4.6 m -   10 m","0"
"(2024 LH5)","2024-May-24 22:31 ±    00:54","0.04753","0.04695","12.05","12.05","24.3","38 m -   84 m","0"
"(2024 LF)","2024-May-25 00:00 ±    00:07","0.01676","0.01658","18.90","18.89","25.2","25 m -   55 m","0"
"(2024 HP2)","2024-May-25 00:43 ± < 00:01","0.01487","0.01487","2.27","2.19","26.4","14 m -   31 m","0"
"(2024 JS16)","2024-May-25 01:57 ± < 00:01","0.07539","0.07529","5.15","5.14","25.9","18 m -   39 m","0"
"388945 (2008 TZ3)","2024-May-25 14:33 ± < 00:01","0.07491","0.07491","7.66","7.66","20.4","220 m -  480 m","1"
"(2024 KO)","2024-May-26 08:10 ± < 00:01","0.05859","0.05848","11.55","11.55","23.7","48 m -  110 m","0"
"(2024 FZ)","2024-May-26 11:04 ± < 00:01","0.14451","0.14451","10.12","10.12","20.2","250 m -  550 m","0"
"(2024 JC7)","2024-May-26 13:07 ±    00:03","0.11865","0.11837","7.24","7.24","24.9","28 m -   63 m","0"
"(2024 LQ)","2024-May-26 15:31 ± < 00:01","0.03687","0.03671","8.58","8.57","25.2","25 m -   55 m","0"
"(2024 JY1)","2024-May-26 18:08 ± < 00:01","0.04473","0.04468","10.30","10.29","24.2","38 m -   85 m","0"
"(2024 JO16)","2024-May-27 08:44 ± < 00:01","0.02048","0.02037","8.80","8.78","26.3","15 m -   33 m","0"
"(2024 KS1)","2024-May-27 18:30 ± < 00:01","0.01629","0.01622","12.40","12.39","27.0","11 m -   24 m","0"
"(2006 WN3)","2024-May-27 21:55 ± < 00:01","0.18109","0.18109","20.94","20.94","19.8","290 m -  640 m","0"
"(2021 KO2)","2024-May-28 00:35 ±    04:33","0.07828","0.06613","13.06","13.06","28.0","6.6 m -   15 m","0"
"422659 (1998 LD)","2024-May-28 06:02 ± < 00:01","0.19438","0.19438","11.50","11.50","20.0","260 m -  580 m","0"
"(2020 DP4)","2024-May-28 06:02 ± 4_22:17","0.13834","0.13758","6.64","6.63","25.2","24 m -   55 m","0"
"(2008 LD)","2024-May-28 08:19 ± 2_03:28","0.01966","0.00512","4.46","4.43","28.9","4.4 m -  9.9 m","0"
"(2024 JV17)","2024-May-28 15:09 ± < 00:01","0.04418","0.04411","8.37","8.37","24.6","32 m -   72 m","0"
"(2020 KQ5)","2024-May-28 21:36 ± < 00:01","0.18663","0.18663","32.82","32.82","20.1","250 m -  570 m","0"
"(2022 MB)","2024-May-29 00:49 ± 3_14:44","0.09741","0.06968","8.97","8.97","24.1","41 m -   91 m","0"
"(2021 LV)","2024-May-29 01:23 ± 1_17:19","0.03081","0.00134","15.55","15.54","27.9","6.9 m -   15 m","0"
"(2021 UH2)","2024-May-29 03:22 ±    00:03","0.18995","0.18995","5.92","5.92","25.1","26 m -   57 m","0"
"(2024 JG)","2024-May-29 03:38 ± < 00:01","0.02234","0.02232","7.36","7.35","25.3","24 m -   53 m","0"
"(2009 UK20)","2024-May-29 05:56 ± 6_14:07","0.15965","0.14810","3.53","3.53","26.3","15 m -   33 m","0"
"(2024 JC6)","2024-May-29 06:16 ±    00:01","0.08682","0.08674","5.21","5.20","25.3","24 m -   53 m","0"
"(2024 KR)","2024-May-29 06:27 ± < 00:01","0.04143","0.04141","17.11","17.11","21.6","130 m -  290 m","1"
"(2024 KP)","2024-May-29 10:08 ± < 00:01","0.00541","0.00541","12.23","12.19","25.8","18 m -   40 m","1"
"(2024 KQ)","2024-May-29 11:08 ± < 00:01","0.02496","0.02492","8.29","8.28","25.8","18 m -   41 m","0"
"(2024 LU)","2024-May-29 15:39 ± < 00:01","0.06023","0.06014","8.74","8.74","23.5","52 m -  120 m","0"
"(2021 TM14)","2024-May-29 20:39 ±    15:41","0.15591","0.14546","12.50","12.50","28.0","6.7 m -   15 m","0"
"(2024 KU)","2024-May-29 21:35 ± < 00:01","0.00399","0.00398","9.44","9.37","28.2","6.0 m -   13 m","0"
"(2021 RJ6)","2024-May-29 22:18 ± 4_00:00","0.09425","0.08583","6.20","6.20","26.7","12 m -   28 m","0"
"(2024 JE8)","2024-May-30 00:40 ± < 00:01","0.11160","0.11137","17.07","17.07","23.0","67 m -  150 m","0"
"162472 (2000 LL)","2024-May-30 01:36 ± < 00:01","0.16971","0.16971","16.21","16.21","19.2","390 m -  880 m","0"
"(2024 JA3)","2024-May-30 01:37 ±    00:02","0.01595","0.01593","8.49","8.47","25.0","27 m -   60 m","0"
"(2024 NH1)","2024-May-30 05:37 ±    01:16","0.18464","0.18249","9.34","9.34","23.1","64 m -  140 m","0"
"(2024 LB)","2024-May-30 09:46 ± < 00:01","0.01993","0.01987","5.23","5.20","27.5","8.3 m -   19 m","0"
"(2024 KY)","2024-May-30 19:16 ± < 00:01","0.00958","0.00957","7.18","7.14","26.4","14 m -   31 m","0"
"(2024 KX)","2024-May-31 03:42 ± < 00:01","0.00194","0.00194","8.25","8.08","27.7","7.8 m -   17 m","0"
"(2024 EM)","2024-May-31 08:49 ± < 00:01","0.12741","0.12741","7.72","7.71","21.5","130 m -  300 m","0"
"(2008 XH)","2024-May-31 13:03 ± < 00:01","0.03535","0.03535","14.69","14.69","23.2","61 m -  140 m","1"
"(2024 MM2)","2024-May-31 13:16 ± < 00:01","0.07528","0.07521","5.80","5.79","24.2","39 m -   88 m","0"
"(2022 WO7)","2024-May-31 20:15 ± < 00:01","0.08403","0.08403","10.80","10.80","24.6","33 m -   73 m","0"
"(2024 LB1)","2024-May-31 21:59 ± < 00:01","0.11086","0.11052","17.52","17.52","23.6","51 m -  120 m","0"
"(2022 FA4)","2024-May-31 22:44 ±    20:37","0.18226","0.18172","4.99","4.99","25.7","19 m -   43 m","0"
"(2024 KB1)","2024-Jun-01 00:43 ± < 00:01","0.00243","0.00243","11.06","10.96","28.3","6.0 m -   13 m","0"
"(2024 JP1)","2024-Jun-01 04:14 ± < 00:01","0.04728","0.04719","4.73","4.71","25.8","18 m -   41 m","0"
"(2024 JC1)","2024-Jun-01 05:44 ± < 00:01","0.03865","0.03859","4.82","4.80","25.1","25 m -   57 m","0"
"(2023 OE5)","2024-Jun-01 06:03 ± < 00:01","0.13685","0.13685","3.32","3.31","26.4","14 m -   32 m","0"
"(2024 LA1)","2024-Jun-01 10:16 ±    00:09","0.08038","0.07936","5.65","5.64","25.8","18 m -   41 m","0"
"(2024 KO1)","2024-Jun-01 11:21 ± < 00:01","0.01855","0.01849","6.96","6.94","27.2","9.8 m -   22 m","0"
"(2007 EC)","2024-Jun-01 12:11 ±    00:03","0.14409","0.14409","3.70","3.70","22.2","95 m -  210 m","0"
"(1998 KY26)","2024-Jun-01 16:04 ± < 00:01","0.03068","0.03068","5.26","5.24","25.7","0.03 km","0"
"(2024 KE1)","2024-Jun-01 16:57 ±    00:01","0.09538","0.09443","10.82","10.82","24.4","35 m -   77 m","0"
"(2016 JC6)","2024-Jun-01 18:34 ± < 00:01","0.05083","0.05083","7.09","7.08","21.4","0.192±0.054 km","1"
"(2024 KU1)","2024-Jun-01 23:10 ±    00:02","0.05571","0.05528","7.00","7.00","26.2","15 m -   34 m","0"
"(2015 LG14)","2024-Jun-02 02:31 ± < 00:01","0.18998","0.18998","6.81","6.80","23.2","61 m -  140 m","0"
"(2024 LF1)","2024-Jun-02 03:11 ± < 00:01","0.01821","0.01813","8.94","8.92","27.5","8.5 m -   19 m","0"
"(2024 LJ1)","2024-Jun-02 04:35 ± < 00:01","0.00743","0.00741","9.68","9.64","25.7","19 m -   43 m","0"
"(2018 LB)","2024-Jun-02 15:28 ± 2_00:41","0.13426","0.02029","11.70","11.69","26.0","17 m -   38 m","0"
"(2023 KK4)","2024-Jun-02 16:08 ±    14:33","0.18315","0.16879","22.88","22.88","27.6","8.2 m -   18 m","0"
"14827 Hypnos (1986 JK)","2024-Jun-02 20:59 ± < 00:01","0.07844","0.07844","13.95","13.94","18.8","0.9 km","1"
"(2024 KJ1)","2024-Jun-02 22:18 ±    00:02","0.05216","0.05201","4.12","4.11","26.2","15 m -   34 m","0"
"(2024 JV14)","2024-Jun-02 23:07 ± < 00:01","0.06090","0.06083","16.60","16.60","23.8","47 m -  110 m","0"
"(2007 YN56)","2024-Jun-03 00:06 ± 3_08:04","0.12490","0.09114","14.16","14.16","23.0","67 m -  150 m","0"
"(2024 KZ)","2024-Jun-03 06:04 ± < 00:01","0.02933","0.02929","9.85","9.84","24.9","27 m -   61 m","0"
"(2024 LQ1)","2024-Jun-03 07:49 ± < 00:01","0.02572","0.02566","5.81","5.79","25.5","21 m -   47 m","0"
"(2023 VO6)","2024-Jun-03 08:44 ±    02:39","0.15154","0.15116","5.54","5.54","28.1","6.3 m -   14 m","0"
"(2024 LO4)","2024-Jun-03 13:14 ± < 00:01","0.01988","0.01979","4.68","4.66","27.7","7.8 m -   17 m","0"
"(2024 KT1)","2024-Jun-03 14:03 ± < 00:01","0.01239","0.01236","7.16","7.13","27.0","11 m -   24 m","0"
"(2024 KL1)","2024-Jun-03 19:26 ± < 00:01","0.07038","0.06992","31.27","31.27","22.7","75 m -  170 m","0"
"(2024 LM)","2024-Jun-03 23:51 ± < 00:01","0.00638","0.00638","6.61","6.55","27.9","7.1 m -   16 m","0"
"(2024 KM)","2024-Jun-04 00:49 ± < 00:01","0.13830","0.13576","22.27","22.27","22.8","74 m -  170 m","0"
"(2024 KS)","2024-Jun-04 01:08 ±    00:01","0.09843","0.09814","7.92","7.92","24.6","32 m -   72 m","0"
"(2024 KF)","2024-Jun-04 02:57 ± < 00:01","0.06324","0.06313","7.32","7.31","23.2","60 m -  130 m","0"
"(2014 WC201)","2024-Jun-04 05:19 ± 3_02:30","0.16684","0.10534","16.14","16.14","26.2","15 m -   34 m","0"
"(2022 BJ8)","2024-Jun-04 08:56 ± < 00:01","0.15343","0.15342","10.03","10.03","19.4","350 m -  780 m","0"
"(2024 KA2)","2024-Jun-04 13:46 ± < 00:01","0.00233","0.00233","13.14","13.05","27.9","7.0 m -   16 m","0"
"(2024 KK1)","2024-Jun-04 14:10 ± < 00:01","0.02859","0.02852","4.60","4.58","26.2","15 m -   35 m","0"
"(2024 LK1)","2024-Jun-04 15:13 ± < 00:01","0.07458","0.07419","13.79","13.78","24.0","42 m -   93 m","0"
"(2024 KV1)","2024-Jun-04 15:22 ±    00:02","0.08128","0.08075","6.40","6.39","24.3","37 m -   83 m","0"
"482566 (2012 WK4)","2024-Jun-04 15:35 ± < 00:01","0.12011","0.12011","6.61","6.61","21.5","130 m -  300 m","0"
"(2024 KX1)","2024-Jun-04 15:54 ± < 00:01","0.00903","0.00901","10.74","10.72","26.7","12 m -   27 m","0"
"(2024 KF1)","2024-Jun-04 19:11 ± < 00:01","0.05799","0.05703","17.81","17.80","24.0","41 m -   92 m","0"
"(2024 LE4)","2024-Jun-05 09:28 ±    00:03","0.03307","0.03284","17.93","17.92","24.8","29 m -   64 m","0"
"(2024 JR17)","2024-Jun-05 11:07 ± < 00:01","0.04947","0.04922","14.53","14.53","23.1","63 m -  140 m","0"
"279744 (1998 KM3)","2024-Jun-05 13:30 ± < 00:01","0.11625","0.11625","21.50","21.50","19.9","280 m -  630 m","0"
"(2008 YN2)","2024-Jun-05 17:47 ± 4_09:55","0.02686","0.01335","7.70","7.68","26.3","15 m -   33 m","0"
"(2016 LJ10)","2024-Jun-05 22:05 ± < 00:01","0.06670","0.06669","11.83","11.83","23.7","47 m -  110 m","0"
"(2018 VC)","2024-Jun-05 22:37 ± < 00:01","0.15268","0.15268","2.41","2.40","26.3","14 m -   32 m","0"
"(2024 LM1)","2024-Jun-05 23:35 ± < 00:01","0.04034","0.04026","7.00","6.99","25.6","20 m -   45 m","0"
"(2024 LE1)","2024-Jun-06 00:48 ± < 00:01","0.02511","0.02503","9.85","9.84","26.3","15 m -   33 m","0"
"(2024 LH1)","2024-Jun-06 14:02 ± < 00:01","0.00005","0.00005","17.40","14.30","30.8","1.8 m -  4.1 m","1"
"(2021 LW3)","2024-Jun-06 21:14 ± < 00:01","0.02479","0.02479","9.84","9.83","23.1","64 m -  140 m","1"
"(2024 LQ3)","2024-Jun-07 08:03 ± < 00:01","0.02459","0.02449","13.55","13.55","24.3","37 m -   83 m","0"
"(2024 KA1)","2024-Jun-07 11:06 ± < 00:01","0.01255","0.01254","8.32","8.30","25.3","23 m -   51 m","0"
"(2024 LR1)","2024-Jun-07 13:05 ± < 00:01","0.07412","0.07395","13.02","13.01","22.6","79 m -  180 m","0"
"(2024 BD4)","2024-Jun-07 14:21 ±    00:05","0.06342","0.06337","1.26","1.23","26.5","13 m -   30 m","0"
"(2024 LU4)","2024-Jun-07 18:35 ± < 00:01","0.02873","0.02849","13.01","13.01","25.4","22 m -   50 m","0"
"(2024 LA)","2024-Jun-07 22:20 ± < 00:01","0.01202","0.01198","18.26","18.25","25.8","18 m -   41 m","0"
"(2018 LN4)","2024-Jun-08 01:09 ± < 00:01","0.19430","0.19430","18.03","18.03","23.4","54 m -  120 m","0"
"(2024 JG2)","2024-Jun-08 01:32 ± < 00:01","0.14093","0.14090","10.00","10.00","22.9","71 m -  160 m","0"
"(2024 MJ)","2024-Jun-08 03:16 ± < 00:01","0.06405","0.06351","10.92","10.92","24.2","38 m -   86 m","0"
"(2024 BX5)","2024-Jun-08 03:39 ±    00:24","0.14700","0.14667","3.23","3.22","27.5","8.4 m -   19 m","0"
"(2024 LC)","2024-Jun-08 12:18 ± < 00:01","0.03135","0.03127","8.70","8.70","25.6","20 m -   45 m","0"
"(2018 NC15)","2024-Jun-08 13:56 ± < 00:01","0.12490","0.12490","8.59","8.59","21.9","110 m -  240 m","0"
"(2024 LW2)","2024-Jun-08 16:09 ± < 00:01","0.01118","0.01116","7.68","7.65","25.8","19 m -   42 m","0"
"(2018 DH1)","2024-Jun-08 22:39 ± < 00:01","0.17782","0.17782","11.79","11.79","21.1","160 m -  350 m","0"
"(2024 CM9)","2024-Jun-08 22:58 ± < 00:01","0.15030","0.15029","12.67","12.67","21.3","140 m -  320 m","0"
"(2024 GA4)","2024-Jun-08 23:35 ±    00:04","0.14966","0.14943","12.31","12.31","22.1","99 m -  220 m","0"
"(2017 MM)","2024-Jun-09 02:35 ± < 00:01","0.12331","0.12331","8.07","8.07","22.0","110 m -  240 m","0"
"(2024 JR16)","2024-Jun-09 07:49 ± < 00:01","0.15003","0.14961","15.38","15.38","21.8","120 m -  260 m","0"
"(2024 LV)","2024-Jun-09 10:57 ±    00:01","0.10531","0.10436","11.10","11.10","23.2","61 m -  140 m","0"
"(2024 LZ1)","2024-Jun-09 16:12 ± < 00:01","0.01052","0.01051","9.06","9.03","26.4","14 m -   32 m","0"
"(2024 LD1)","2024-Jun-10 00:23 ±    00:02","0.19272","0.19255","10.86","10.86","20.8","180 m -  410 m","0"
"(2019 WD5)","2024-Jun-10 06:56 ± < 00:01","0.08017","0.08017","15.82","15.82","21.9","110 m -  250 m","0"
"(2024 JC9)","2024-Jun-10 17:14 ±    00:03","0.15411","0.15408","4.21","4.20","24.0","42 m -   93 m","0"
"(2024 LW1)","2024-Jun-10 17:49 ±    00:15","0.14608","0.14572","4.08","4.08","24.1","41 m -   91 m","0"
"(2024 CR9)","2024-Jun-11 00:03 ± < 00:01","0.04924","0.04924","7.38","7.37","19.5","340 m -  760 m","1"
"(2017 JJ2)","2024-Jun-11 02:10 ±    22:29","0.16188","0.15208","16.16","16.15","25.1","25 m -   57 m","0"
"(2010 VZ11)","2024-Jun-11 09:09 ± 1_16:31","0.18289","0.14631","9.54","9.54","25.6","20 m -   45 m","0"
"(2024 MZ1)","2024-Jun-11 10:44 ±    00:13","0.07015","0.06891","12.19","12.19","23.7","48 m -  110 m","0"
"(2024 LD)","2024-Jun-11 11:06 ± < 00:01","0.03090","0.03071","10.67","10.66","26.1","16 m -   36 m","0"
"(2024 LV2)","2024-Jun-11 14:21 ± < 00:01","0.03146","0.03131","28.22","28.22","23.4","57 m -  130 m","0"
"(2021 OD1)","2024-Jun-11 14:31 ±    04:55","0.19202","0.19122","8.49","8.49","28.3","5.9 m -   13 m","0"
"(2022 XC1)","2024-Jun-12 07:44 ±    07:58","0.04224","0.03735","6.48","6.47","26.2","15 m -   34 m","0"
"(2024 KL)","2024-Jun-12 07:55 ± < 00:01","0.07402","0.07335","8.55","8.54","23.8","45 m -  100 m","0"
"(2024 KC1)","2024-Jun-12 14:35 ± < 00:01","0.05729","0.05713","26.44","26.44","20.3","230 m -  520 m","1"
"(2024 NP)","2024-Jun-12 20:38 ±    00:02","0.06520","0.06501","7.52","7.52","25.1","26 m -   58 m","0"
"(2024 LQ5)","2024-Jun-12 20:47 ±    00:01","0.00302","0.00301","13.11","13.04","24.9","28 m -   63 m","2"
"(2021 VW3)","2024-Jun-12 23:48 ± < 00:01","0.17421","0.17421","20.03","20.03","21.9","110 m -  250 m","0"
"216115 (2006 SU19)","2024-Jun-13 03:30 ± < 00:01","0.16113","0.16113","21.83","21.82","18.9","430 m -  970 m","0"
"(2014 MV18)","2024-Jun-13 06:13 ± < 00:01","0.16362","0.16361","9.95","9.95","23.8","46 m -  100 m","0"
"(2024 MG)","2024-Jun-13 06:27 ±    00:07","0.00805","0.00793","8.92","8.88","26.2","15 m -   34 m","0"
"(2024 MM1)","2024-Jun-13 07:45 ±    00:02","0.02992","0.02969","3.62","3.59","26.2","15 m -   34 m","0"
"(2021 GL16)","2024-Jun-13 08:11 ±    21:47","0.17842","0.17821","4.61","4.60","26.3","15 m -   33 m","0"
"(2024 MB1)","2024-Jun-13 13:27 ±    00:04","0.01657","0.01650","4.45","4.41","27.2","9.5 m -   21 m","0"
"(2024 BS19)","2024-Jun-13 15:17 ± < 00:01","0.09959","0.09958","11.44","11.43","21.3","150 m -  330 m","0"
"(2024 LS5)","2024-Jun-13 17:40 ± < 00:01","0.01648","0.01640","16.47","16.46","26.0","17 m -   38 m","0"
"(2024 JR12)","2024-Jun-13 23:21 ±    00:17","0.15257","0.15031","9.24","9.24","23.6","50 m -  110 m","0"
"(2024 LR5)","2024-Jun-14 12:24 ±    00:01","0.00999","0.00997","5.85","5.80","28.3","5.7 m -   13 m","0"
"(2024 LZ2)","2024-Jun-14 18:18 ± < 00:01","0.00886","0.00883","20.37","20.35","26.2","15 m -   34 m","0"
"(2024 MB)","2024-Jun-14 19:55 ± < 00:01","0.02389","0.02381","7.69","7.68","25.8","19 m -   42 m","0"
"(2024 MM)","2024-Jun-15 02:48 ± < 00:01","0.06574","0.06562","7.62","7.61","24.5","34 m -   75 m","0"
"(2024 LL1)","2024-Jun-15 07:58 ± < 00:01","0.01332","0.01329","9.22","9.20","26.2","16 m -   35 m","0"
"(2022 WE6)","2024-Jun-15 12:32 ±    00:01","0.11559","0.11559","5.30","5.29","23.6","51 m -  110 m","0"
"(2009 ME9)","2024-Jun-15 15:14 ± < 00:01","0.18811","0.18811","17.67","17.67","21.2","160 m -  350 m","0"
"(2024 LW5)","2024-Jun-15 17:00 ± < 00:01","0.07609","0.07581","6.97","6.97","25.6","20 m -   44 m","0"
"(2024 LS4)","2024-Jun-15 23:21 ±    00:02","0.02853","0.02845","4.79","4.77","26.0","17 m -   37 m","0"
